judul berita,link berita,gambar
Ini yang Dibahas Anies Saat Berkunjung ke Ngawi Bareng Khofifah,https://news.detik.com/foto-news/d-5545772/ini-yang-dibahas-anies-saat-berkunjung-ke-ngawi-bareng-khofifah,https://akcdn.detik.net.id/community/media/visual/2021/04/25/ini-yang-dibahas-anies-saat-berkunjung-ke-ngawi-bareng-khofifah_43.jpeg?w=210&q=90
Pasar Tanah Abang Mulai Dipadati Pemburu Busana Lebaran,https://news.detik.com/detiktv/d-5545765/pasar-tanah-abang-mulai-dipadati-pemburu-busana-lebaran,https://akcdn.detik.net.id/community/media/visual/2017/06/20/8b54879e-2d52-47ae-8499-e9fddb387c6f_43.jpg?w=210&q=90
"Gempa M 4,7 Guncang Boalemo Gorontalo",https://news.detik.com/berita/d-5545760/gempa-m-47-guncang-boalemo-gorontalo,https://akcdn.detik.net.id/community/media/visual/2019/08/10/d0d59889-3623-4bc4-985c-493487d4205d_43.jpeg?w=210&q=90
Sandiaga Minta Andre Rosiade Bantu Pengembangan Pariwisata Sawahlunto,https://news.detik.com/berita/d-5545738/sandiaga-minta-andre-rosiade-bantu-pengembangan-pariwisata-sawahlunto,https://akcdn.detik.net.id/community/media/visual/2021/04/25/andre-rosiade_43.jpeg?w=210&q=90
"Jelang Lebaran, Warga Bandung Serbu Pusat Perbelanjaan",https://news.detik.com/berita-jawa-barat/d-5545736/jelang-lebaran-warga-bandung-serbu-pusat-perbelanjaan,https://akcdn.detik.net.id/community/media/visual/2021/04/25/warga-padati-sejumlah-pusat-perbelanjaan-di-kota-bandung_43.jpeg?w=210&q=90
"Beroperasi Saat Ramadhan, Belasan Pemandu Lagu Digiring ke Kantor Satpol PP",https://news.detik.com/berita-jawa-timur/d-5545714/beroperasi-saat-ramadhan-belasan-pemandu-lagu-digiring-ke-kantor-satpol-pp,https://akcdn.detik.net.id/community/media/visual/2021/04/25/nekat-beroperasi-belasan-pemandu-lagu-diamankan-satpol-pp-lamongan_43.jpeg?w=210&q=90
Polisi Sebut Pemotor Viral di Bintaro yang Lepas Tangan Saat Berkendara Iseng,https://news.detik.com/berita/d-5545712/polisi-sebut-pemotor-viral-di-bintaro-yang-lepas-tangan-saat-berkendara-iseng,https://akcdn.detik.net.id/community/media/visual/2021/04/23/pemotor-santuy-lepas-tangan-sambil-duduk-bersila-dan-menyamping-di-bintaro_43.png?w=210&q=90
"Viral Video Notaris Bentak-bentak Polhut di Batang, Begini Ceritanya",https://news.detik.com/berita-jawa-tengah/d-5545709/viral-video-notaris-bentak-bentak-polhut-di-batang-begini-ceritanya,https://akcdn.detik.net.id/community/media/visual/2021/04/25/viral-wanita-bentak-bentak-polhut-di-batang_43.jpeg?w=210&q=90
"Reuni Anies Baswedan-Khofifah, Sesama Eks Menteri dan Timses Jokowi",https://news.detik.com/berita/d-5545708/reuni-anies-baswedan-khofifah-sesama-eks-menteri-dan-timses-jokowi,https://akcdn.detik.net.id/community/media/visual/2021/04/25/gubernur-dki-jakarta-anies-baswedan-bertemu-dengan-gubernur-jawa-timur-khofifah-indar-parawansa-foto-dok-pemprov-jatim_43.jpeg?w=210&q=90
Kemendagri Tegaskan Tak Ada Kolom Jenis Kelamin Transgender di e-KTP,https://news.detik.com/berita/d-5545707/kemendagri-tegaskan-tak-ada-kolom-jenis-kelamin-transgender-di-e-ktp,https://akcdn.detik.net.id/community/media/visual/2020/07/07/ilustrasi-e-ktp_43.jpeg?w=210&q=90
Anggota DPRD Manado dari Golkar Tewas dalam Kecelakaan Lalu Lintas,https://news.detik.com/berita/d-5545705/anggota-dprd-manado-dari-golkar-tewas-dalam-kecelakaan-lalu-lintas,https://akcdn.detik.net.id/community/media/visual/2021/04/25/mobil-yang-dikendarai-oleh-anggota-dprd-kota-manado-mengalami-kecelakaan_43.jpeg?w=210&q=90
Momen Anies-Khofifah Semobil dari Madiun ke Ngawi,https://news.detik.com/detiktv/d-5545702/momen-anies-khofifah-semobil-dari-madiun-ke-ngawi,https://akcdn.detik.net.id/community/media/visual/2021/04/25/momen-pertemuan-anies-khofifah-di-balai-kota-madiun_43.jpeg?w=210&q=90
Filosofi Mendalam Dibalik Nama KRI Nanggala 402,https://news.detik.com/detiktv/d-5545706/filosofi-mendalam-dibalik-nama-kri-nanggala-402,https://akcdn.detik.net.id/community/media/visual/2021/04/24/kri-nanggala-402_43.jpeg?w=210&q=90
Lokasi Karantina WNA dari India di Jakarta Dijaga Ketat,https://news.detik.com/foto-news/d-5545687/lokasi-karantina-wna-dari-india-di-jakarta-dijaga-ketat,https://akcdn.detik.net.id/community/media/visual/2021/04/25/potret-penjagaan-di-lokasi-karantina-warga-negara-india_43.jpeg?w=210&q=90
Kolaborasi CT ARSA Foundation-Young Living Kirim Bantuan ke NTT,https://news.detik.com/berita/d-5545692/kolaborasi-ct-arsa-foundation-young-living-kirim-bantuan-ke-ntt,https://akcdn.detik.net.id/community/media/visual/2021/04/25/serah-terima-produk-young-living-indonesia-yang-akan-dilelang-secara-simbolis-oleh-head-of-human-resorces-and-general-affairs-_43.jpeg?w=210&q=90
Suami Istri di Tulungagung Dianiaya Tetangga Hingga Jarinya Putus,https://news.detik.com/berita-jawa-timur/d-5545682/suami-istri-di-tulungagung-dianiaya-tetangga-hingga-jarinya-putus,https://akcdn.detik.net.id/community/media/visual/2021/04/25/pasutri-dianiaya-tetangga-di-tulungagung-hingga-luka-berat_43.jpeg?w=210&q=90
"Berawal dari Hobi, Pria Ini Sukses Kembangkan 'Sekolah' Burung Kenari",https://news.detik.com/berita-jawa-barat/d-5545685/berawal-dari-hobi-pria-ini-sukses-kembangkan-sekolah-burung-kenari,https://akcdn.detik.net.id/community/media/visual/2021/04/25/dicky-warga-lembang-bandung-barat_43.jpeg?w=210&q=90
"Muslim Palestina Vs Polisi Israel Bentrok Lagi, 'Roket' Ditembakkan",https://news.detik.com/detiktv/d-5545680/muslim-palestina-vs-polisi-israel-bentrok-lagi-roket-ditembakkan,https://akcdn.detik.net.id/community/media/visual/2018/05/15/e8ff0eca-a20a-46ae-a284-91b9b1444bf7_43.jpeg?w=210&q=90
Klarifikasi Z Arifin Junaidi terkait Wacana Dispensasi Mudik Santri,https://news.detik.com/berita/d-5545679/klarifikasi-z-arifin-junaidi-terkait-wacana-dispensasi-mudik-santri,https://akcdn.detik.net.id/community/media/visual/2021/04/25/kh-z-arifin-junaidi-situs-lp-maarif-nu_43.jpeg?w=210&q=90
TB Hasanuddin Duga Retrofit KRI Nanggala-402 di Korsel Gagal,https://news.detik.com/berita/d-5545678/tb-hasanuddin-duga-retrofit-kri-nanggala-402-di-korsel-gagal,https://akcdn.detik.net.id/community/media/visual/2018/06/06/cb5a9253-d645-4778-86d3-d0f5d876e25c_43.jpeg?w=210&q=90
"Tak Terima Ditahan, RJ Lino Gugat KPK",https://news.detik.com/berita/d-5545675/tak-terima-ditahan-rj-lino-gugat-kpk,https://akcdn.detik.net.id/community/media/visual/2021/03/26/kpk-tahan-rj-lino-8_43.jpeg?w=210&q=90
Operasi Pencarian KRI Nanggala-402 Terus Berlangsung,https://news.detik.com/foto-news/d-5545666/operasi-pencarian-kri-nanggala-402-terus-berlangsung,https://akcdn.detik.net.id/community/media/visual/2021/04/25/operasi-pencarian-kri-nanggala-402-terus-berlangsung_43.jpeg?w=210&q=90
"Bertemu Anies Baswedan, Khofifah Nostalgia Pernah Bareng Jadi Jubir",https://news.detik.com/berita-jawa-timur/d-5545673/bertemu-anies-baswedan-khofifah-nostalgia-pernah-bareng-jadi-jubir,https://akcdn.detik.net.id/community/media/visual/2021/04/25/gubernur-khofifah-bertemu-gubernur-dki-jakarta-anies-baswedan-di-balai-kota-madiun-1_43.jpeg?w=210&q=90
Pernyataan Jokowi Terkait Tenggelamnya KRI Nanggala-402,https://news.detik.com/detiktv/d-5545663/pernyataan-jokowi-terkait-tenggelamnya-kri-nanggala-402,https://akcdn.detik.net.id/community/media/visual/2021/04/18/presiden-jokowi_43.jpeg?w=210&q=90
"Sebelum Ditangkap, 4 Pejabat Kota Makassar Berniat Pesta Sabu",https://news.detik.com/berita/d-5545661/sebelum-ditangkap-4-pejabat-kota-makassar-berniat-pesta-sabu,https://akcdn.detik.net.id/community/media/visual/2021/04/25/polrestabes-makassar-menangkap-4-pejabat-pemkot-makassar-karena-akan-pesta-sabu_43.jpeg?w=210&q=90
"Mengenal Makna Wira Ananta Rudira, Semboyan Kapal Selam RI",https://news.detik.com/detiktv/d-5545664/mengenal-makna-wira-ananta-rudira-semboyan-kapal-selam-ri,https://akcdn.detik.net.id/community/media/visual/2021/04/24/kri-nanggala-402_43.jpeg?w=210&q=90
"Safari Lintas Provinsi Anies Baswedan: Ke Jabar, Jateng hingga Jatim",https://news.detik.com/berita/d-5545660/safari-lintas-provinsi-anies-baswedan-ke-jabar-jateng-hingga-jatim,https://akcdn.detik.net.id/community/media/visual/2021/04/25/gubernur-khofifah-bertemu-gubernur-dki-jakarta-anies-baswedan-di-ngawi_43.jpeg?w=210&q=90
Imigrasi Bandara Soetta Pulangkan 32 WNA Asal India,https://news.detik.com/berita/d-5545646/imigrasi-bandara-soetta-pulangkan-32-wna-asal-india,https://akcdn.detik.net.id/community/media/visual/2021/04/25/wna-asal-india-di-bandara-soekarno-hatta-dok-imigrasi-bandara-soekarno-hatta_43.jpeg?w=210&q=90
"Pekan Kedua Ramadhan, Tak Ada Lonjakan Penumpang di Stasiun Gambir",https://news.detik.com/detiktv/d-5545643/pekan-kedua-ramadhan-tak-ada-lonjakan-penumpang-di-stasiun-gambir,https://akcdn.detik.net.id/community/media/visual/2020/12/21/stasiun-gambir-foto-karindetikcom-2_43.jpeg?w=210&q=90
Lengkap! Pernyataan Terbaru Jokowi soal KRI Nanggala-402 Tenggelam,https://news.detik.com/berita/d-5545640/lengkap-pernyataan-terbaru-jokowi-soal-kri-nanggala-402-tenggelam,https://akcdn.detik.net.id/community/media/visual/2021/04/18/presiden-jokowi-3_43.jpeg?w=210&q=90
Kasus Corona Klaster Perkantoran di DKI Naik Tajam,https://news.detik.com/detiktv/d-5545639/kasus-corona-klaster-perkantoran-di-dki-naik-tajam,https://akcdn.detik.net.id/community/media/visual/2020/07/28/waspada-virus-corona-membayangi-perkantoran-ibu-kota-7_43.jpeg?w=210&q=90
Pengemudi Porsche Penerobos Busway Ditilang!,https://news.detik.com/berita/d-5545638/pengemudi-porsche-penerobos-busway-ditilang,https://akcdn.detik.net.id/community/media/visual/2021/04/24/porsche-putih-penerobos-busway-di-jaksel-diamankan-polisi-rakha-ariyanto-darmawandetikcom-1_43.jpeg?w=210&q=90
Fatimah Az Zahra Calon Istri UAS Pernah Mengajar di Ponpes Ponorogo Setahun,https://news.detik.com/berita-jawa-timur/d-5545633/fatimah-az-zahra-calon-istri-uas-pernah-mengajar-di-ponpes-ponorogo-setahun,https://akcdn.detik.net.id/community/media/visual/2021/04/25/pendiri-dan-pengasuh-pondok-tahfidz-quran-al-muqoddasah-kh-hasan-abdullah-sahal_43.jpeg?w=210&q=90
India Minta Twitter Hapus Cuitan yang Kritik Penanganan Corona,https://news.detik.com/internasional/d-5545630/india-minta-twitter-hapus-cuitan-yang-kritik-penanganan-corona,https://akcdn.detik.net.id/community/media/visual/2021/04/22/makin-ganas-kasus-corona-di-india-capai-300-ribu-sehari-6_43.jpeg?w=210&q=90
Jokowi: 53 Awak KRI Nanggala-402 Patriot Terbaik Penjaga Negara,https://news.detik.com/berita/d-5545629/jokowi-53-awak-kri-nanggala-402-patriot-terbaik-penjaga-negara,https://akcdn.detik.net.id/community/media/visual/2021/04/21/ini-potret-kapal-selam-kri-nanggala-402-yang-hilang-kontak-di-bali-1_43.jpeg?w=210&q=90
Jokowi Pastikan Pencarian KRI Nanggala-402 Tetap Dilakukan,https://news.detik.com/berita/d-5545628/jokowi-pastikan-pencarian-kri-nanggala-402-tetap-dilakukan,https://akcdn.detik.net.id/community/media/visual/2021/04/05/presiden-jokowi-foto-lukas-biro-pers-sekretariat-presiden-3_43.jpeg?w=210&q=90
Menanti Respons Gibran Tangani Desakan Penutupan Kuliner Anjing di Solo,https://news.detik.com/berita-jawa-tengah/d-5545627/menanti-respons-gibran-tangani-desakan-penutupan-kuliner-anjing-di-solo,https://akcdn.detik.net.id/community/media/visual/2019/06/19/125386a5-8cf8-45d3-af3c-48ceff4f0341_43.jpeg?w=210&q=90
Jokowi Sampaikan Kesedihan Mendalam atas Tenggelamnya KRI Nanggala-402,https://news.detik.com/berita/d-5545625/jokowi-sampaikan-kesedihan-mendalam-atas-tenggelamnya-kri-nanggala-402,https://akcdn.detik.net.id/community/media/visual/2021/04/23/presiden-jokowi-4_43.jpeg?w=210&q=90
"Gelar Kegiatan Ramadhan, Garda Pemuda NasDem Santuni Anak Yatim",https://news.detik.com/berita/d-5545624/gelar-kegiatan-ramadhan-garda-pemuda-nasdem-santuni-anak-yatim,https://akcdn.detik.net.id/community/media/visual/2021/04/25/gp-nasdem-jabar-santuni-anak-yatim_43.jpeg?w=210&q=90
Amankah Bitcoin Jadi Alat Pembayaran di Mata Hukum RI?,https://news.detik.com/detiktv/d-5545621/amankah-bitcoin-jadi-alat-pembayaran-di-mata-hukum-ri,https://akcdn.detik.net.id/community/media/visual/2021/04/25/detiks-advocate-bitcoin_43.jpeg?w=210&q=90
Melihat Lebih Dekat Masjid Peninggalan Sunan Muria di Kudus,https://news.detik.com/foto-news/d-5545612/melihat-lebih-dekat-masjid-peninggalan-sunan-muria-di-kudus,https://akcdn.detik.net.id/community/media/visual/2021/04/25/melihat-lebih-dekat-masjid-peninggalan-sunan-muria-di-kudus_43.jpeg?w=210&q=90
Kemendagri Mudahkan Transgender Dapatkan Dokumen Kependudukan,https://news.detik.com/detiktv/d-5545608/kemendagri-mudahkan-transgender-dapatkan-dokumen-kependudukan,https://akcdn.detik.net.id/community/media/visual/2019/11/25/6aa5a57e-2e81-4174-9641-f29c2f3b5e84_43.jpeg?w=210&q=90
"Klaster Kantor Melonjak, Epidemiolog Wanti-wanti Jangan Euforia Vaksin",https://news.detik.com/berita/d-5545606/klaster-kantor-melonjak-epidemiolog-wanti-wanti-jangan-euforia-vaksin,https://akcdn.detik.net.id/community/media/visual/2021/02/21/survivor-corona_43.jpeg?w=210&q=90
Pedagang 'Pasar Kaget' Bundaran HI Sepi Pembeli,https://news.detik.com/detiktv/d-5545594/pedagang-pasar-kaget-bundaran-hi-sepi-pembeli,https://akcdn.detik.net.id/community/media/visual/2021/04/25/pasar-kaget-bundaran-hi_43.png?w=210&q=90
TNI: Kabar 2 Prajurit Tewas Saat Kontak Tembak KKB Tidak Benar,https://news.detik.com/berita/d-5545593/tni-kabar-2-prajurit-tewas-saat-kontak-tembak-kkb-tidak-benar,https://akcdn.detik.net.id/community/media/visual/2015/06/18/8528aa02-3faf-4de5-917e-fd9445ba8a2d_43.jpg?w=210&q=90
Pemerintah India Minta Twitter Hapus Kritikan Terkait Penanganan Tsunami Corona,https://news.detik.com/detiktv/d-5545591/pemerintah-india-minta-twitter-hapus-kritikan-terkait-penanganan-tsunami-corona,https://akcdn.detik.net.id/community/media/visual/2021/04/22/makin-ganas-kasus-corona-di-india-capai-300-ribu-sehari-6_43.jpeg?w=210&q=90
Ketua TP PKK: Posyandu Ujung Tombak Pelayanan Masyarakat Agar Sehat,https://news.detik.com/berita/d-5545578/ketua-tp-pkk-posyandu-ujung-tombak-pelayanan-masyarakat-agar-sehat,https://akcdn.detik.net.id/community/media/visual/2021/04/25/ketua-tp-pkk-kunjungi-posyandu-di-ntb_43.jpeg?w=210&q=90
Langkah Pemda DIY Gunakan Danais untuk Beli Hotel Disorot BPK,https://news.detik.com/berita-jawa-tengah/d-5545589/langkah-pemda-diy-gunakan-danais-untuk-beli-hotel-disorot-bpk,https://akcdn.detik.net.id/community/media/visual/2021/04/24/hotel-mutiara-yang-disorot-bpk-pernah-jadi-ikon-malioboro-1_43.jpeg?w=210&q=90
Imigrasi Bandara Soetta Terapkan Double Filter WNA yang Masuk ke RI,https://news.detik.com/berita/d-5545588/imigrasi-bandara-soetta-terapkan-double-filter-wna-yang-masuk-ke-ri,https://akcdn.detik.net.id/community/media/visual/2021/01/01/wna-dilarang-masuk-ri-begini-kondisi-di-bandara-soetta_43.jpeg?w=210&q=90
"Bertemu dengan Gubernur Khofifah, Anies Bantah Bahas Pilpres",https://news.detik.com/berita-jawa-timur/d-5545585/bertemu-dengan-gubernur-khofifah-anies-bantah-bahas-pilpres,https://akcdn.detik.net.id/community/media/visual/2021/04/25/gubernur-khofifah-bertemu-gubernur-dki-jakarta-anies-baswedan-di-ngawi_43.jpeg?w=210&q=90
"Demi Mudik Lebih Awal, Warga Berkerumun Beli Tiket Kapal",https://news.detik.com/foto-news/d-5545570/demi-mudik-lebih-awal-warga-berkerumun-beli-tiket-kapal,https://akcdn.detik.net.id/community/media/visual/2021/04/25/demi-mudik-lebih-awal-warga-berkerumun-beli-tiket-kapal_43.jpeg?w=210&q=90
Jokowi Naikkan 3 Kali Lipat Gaji Ketua BNSP Jadi Rp 36 Juta/Bulan,https://news.detik.com/berita/d-5545582/jokowi-naikkan-3-kali-lipat-gaji-ketua-bnsp-jadi-rp-36-jutabulan,https://akcdn.detik.net.id/community/media/visual/2021/04/23/presiden-jokowi-4_43.jpeg?w=210&q=90
Pemerintah Bayangan Myanmar Buka Suara soal Hasil KTT ASEAN,https://news.detik.com/internasional/d-5545579/pemerintah-bayangan-myanmar-buka-suara-soal-hasil-ktt-asean,https://akcdn.detik.net.id/community/media/visual/2021/04/24/ktt-asean-2021-dialog-tidak-akan-cukup-menyelesaikan-konflik-di-myanmar_43.jpeg?w=210&q=90
"Bercermin dari India, Mendagri Imbau Masyarakat untuk Tidak Mudik",https://news.detik.com/berita/d-5545576/bercermin-dari-india-mendagri-imbau-masyarakat-untuk-tidak-mudik,https://akcdn.detik.net.id/community/media/visual/2021/04/25/pengarahan-kemendagri-ke-pemprov-ntb_43.jpeg?w=210&q=90
"Jika Ada KITAS, WNA dari India Bisa Beraktivitas di RI Usai Karantina",https://news.detik.com/berita/d-5545566/jika-ada-kitas-wna-dari-india-bisa-beraktivitas-di-ri-usai-karantina,https://akcdn.detik.net.id/community/media/visual/2021/01/05/juru-bicara-vaksinasi-covid-19-dr-siti-nadia-tarmizi_43.jpeg?w=210&q=90
"Pemuda Blitar Ditemukan Tewas di Ladang, Tak Ada Luka Bekas Kekerasan",https://news.detik.com/berita-jawa-timur/d-5545610/pemuda-blitar-ditemukan-tewas-di-ladang-tak-ada-luka-bekas-kekerasan,https://akcdn.detik.net.id/community/media/visual/2021/04/25/pemuda-blitar-ditemukan-tewas-di-ladang-tak-ada-luka-bekas-kekerasan_43.jpeg?w=210&q=90
Puluhan Orang Tewas dalam Kebakaran Rumah Sakit COVID-19 di Irak,https://news.detik.com/detiktv/d-5545564/puluhan-orang-tewas-dalam-kebakaran-rumah-sakit-covid-19-di-irak,https://akcdn.detik.net.id/community/media/visual/2021/04/25/puluhan-orang-tewas-dalam-kebakaran-rumah-sakit-di-irak_43.png?w=210&q=90
Polisi Tembak Penerobos Pintu Gerbang Mapolres Brebes,https://news.detik.com/berita-jawa-tengah/d-5545559/polisi-tembak-penerobos-pintu-gerbang-mapolres-brebes,https://akcdn.detik.net.id/community/media/visual/2021/04/19/ini-tampang-penguntit-putri-bupati-penerobos-gerbang-mapolres-brebes-1_43.jpeg?w=210&q=90
Antrean dan Produksi Meningkat untuk Pasokan Oksigen India,https://news.detik.com/detiktv/d-5545560/antrean-dan-produksi-meningkat-untuk-pasokan-oksigen-india,https://akcdn.detik.net.id/community/media/visual/2021/04/22/makin-ganas-kasus-corona-di-india-capai-300-ribu-sehari-5_43.jpeg?w=210&q=90
Narasi Firli Siap Dicaci di Kasus Suap Penyidik KPK daripada Sembunyi,https://news.detik.com/berita/d-5545549/narasi-firli-siap-dicaci-di-kasus-suap-penyidik-kpk-daripada-sembunyi,https://akcdn.detik.net.id/community/media/visual/2021/02/11/kpk-menkes-bahas-potensi-korupsi-vaksinasi-covid-19_43.jpeg?w=210&q=90
"Perjalanan Kasus Biduanita Dilaporkan Perkosa Remaja, Mangkir hingga Bantahannya",https://news.detik.com/berita-jawa-timur/d-5545548/perjalanan-kasus-biduanita-dilaporkan-perkosa-remaja-mangkir-hingga-bantahannya,https://akcdn.detik.net.id/community/media/visual/2021/04/24/biduanita-di-kota-probolinggo_43.jpeg?w=210&q=90
"Berharap KRI Nanggala 402 Ditemukan, Bupati Kebumen Gelar Doa Bersama",https://news.detik.com/berita/d-5545542/berharap-kri-nanggala-402-ditemukan-bupati-kebumen-gelar-doa-bersama,https://akcdn.detik.net.id/community/media/visual/2021/04/25/pemkab-kebumen_43.jpeg?w=210&q=90
"Terbaru Porsche, Ini Rentetan Peristiwa Mobil Terobos Busway Bikin Heboh",https://news.detik.com/berita/d-5545539/terbaru-porsche-ini-rentetan-peristiwa-mobil-terobos-busway-bikin-heboh,https://akcdn.detik.net.id/community/media/visual/2021/04/23/tangkapan-layar-video-viral-porsche-masuk-busway-di-gandaria_43.png?w=210&q=90
"RS Corona di Irak Kebakaran, 27 Orang Tewas",https://news.detik.com/internasional/d-5545537/rs-corona-di-irak-kebakaran-27-orang-tewas,https://akcdn.detik.net.id/community/media/visual/2017/11/22/e5d576ca-f215-4022-b871-69e2da5b7e58_43.jpg?w=210&q=90
Bobby Nasution Turun Langsung Pantau Prokes di Kesawan City Walk,https://news.detik.com/berita/d-5545536/bobby-nasution-turun-langsung-pantau-prokes-di-kesawan-city-walk,https://akcdn.detik.net.id/community/media/visual/2021/04/25/wali-kota-medan-bobby-nasution_43.jpeg?w=210&q=90
Terjebak Budaya Gila Kerja,https://news.detik.com/intermeso/d-5545535/terjebak-budaya-gila-kerja,https://akcdn.detik.net.id/community/media/visual/2021/04/25/hustle-culture_43.jpeg?w=210&q=90
SyariefÂ Hasan: Kita Harus Peduli dengan Anak Yatim & Fakir Miskin,https://news.detik.com/berita/d-5545534/syariefhasan-kita-harus-peduli-dengan-anak-yatim--fakir-miskin,https://akcdn.detik.net.id/community/media/visual/2021/04/25/wakil-ketua-mpr-syarief-hasan_43.jpeg?w=210&q=90
Saat Bukber Kantor Desa di Sukabumi Berakhir Ricuh,https://news.detik.com/detiktv/d-5545533/saat-bukber-kantor-desa-di-sukabumi-berakhir-ricuh,https://akcdn.detik.net.id/community/media/visual/2021/04/25/bukber-kantor-desa-di-sukabumi-ricuh-kaca-jendela-pecah_43.jpeg?w=210&q=90
Potret Warga yang Nekat Mudik Lebih Awal,https://news.detik.com/foto-news/d-5545524/potret-warga-yang-nekat-mudik-lebih-awal,https://akcdn.detik.net.id/community/media/visual/2021/04/25/larangan-diperketat-masih-ada-warga-nekat-mudik-lebih-awal_43.jpeg?w=210&q=90
